144-CD11b	160-CD123	142-CD19	147-CD20	110,111,112,114-CD3	158-CD33	148-CD34	167-CD38	145-CD4	115-CD45	139-CD45RA	146-CD8	170-CD90
1.01178515133198	1.75494631123093	0.105692466246877	0.886985688371566	4.08930517911513	0.480471945199677	0.779008202075857	2.47742010176834	0.160144905555165	5.4915343303979	4.7573078463173	4.93170639879043	1.64312966949825
-0.562976485761551	-0.0898597041891219	-0.188972204361242	0.617637187016037	3.71317640306563	0.0713511066999925	0.270026210223674	2.36424649119043	-0.0470819405591872	4.34355334886696	-0.38983904944023	2.66692034749054	-0.122702078034685
2.20829778755079	1.24304117373356	-0.491152132171365	-0.0661523726642605	-1.42189917571289	4.80282587063005	0.580407070346572	4.19561723575171	0.0681035790271183	3.67161144168857	0.973150401580204	0.164302044103172	1.73562699846379
-0.944638030694374	-0.0733114035969676	-0.160291012682207	0.346033387574058	4.07120418127917	-0.43465235142405	-0.143620165167236	0.722289425109755	-0.128029813065538	5.2618778575109	1.73265923381047	4.12870160648932	1.27879795777703
3.93247890847263	1.69824148403413	0.142334908964338	-0.212405732311579	1.16861597670409	4.92286841446596	-0.195219875231478	4.3499088099159	2.51324306478512	4.44076112804172	1.09163967779935	0.413975195180431	1.51708408767102
1.62333991301397	1.35606502893287	0.374459275900752	0.413210811857144	5.56573585762174	0.729423802586074	-0.308292360279378	4.17907856768955	4.11176842943054	4.73302847572662	2.69722687723575	1.7602060236368	1.06992645386075
-0.0781818476620266	-0.153844557234957	-0.16583349967676	-0.124859370838853	1.32054447290002	-0.0469577128185719	0.235889561282691	0.962023741725868	-0.258941318275609	2.22066235969776	0.0766979773436449	-0.00956116279907078	-0.103373640194631
-0.0623584645289325	0.0579023948916988	-0.176220194417165	0.550459985512314	3.98118539050836	0.582324806980928	-0.0201370845303753	2.41704860869508	-0.243576529703058	4.00700852275947	2.59155203226035	4.12012947024188	-0.238489308312605
-0.0631475420997489	-0.0777992473370131	-0.0249815749825229	-0.027889641424108	-0.203382854020466	2.2558033845858	-0.091258761367488	1.76741757136024	-0.0801387263127222	2.56982392818435	0.428027398187092	-0.207262702316648	-0.111289776009104
0.952644278059293	-0.0461633973621771	0.0198205099600989	0.866029198558505	3.88212362350382	-0.175303532150822	-0.105745231164032	4.08603626352338	3.52797594085981	4.43003408027619	3.02218906360395	0.0278670570603851	-0.0351686664640111
2.57908158811883	1.011501046322	-0.205093841676814	0.346369480114331	2.62956416229668	0.382001534403257	1.26888633614841	3.76170860733296	-0.286698325063646	3.31314376492839	0.274927870803996	-0.0416866820549104	0.652963974180332
2.65296970641852	2.0198672066782	0.0748195718143509	-0.0468948752757396	-0.486922832950503	4.52107634428784	0.433757039303177	4.18997629252837	2.00627752850813	4.43950872886564	0.803401225397762	0.89943416886518	0.56930131342248
0.367726053470979	-0.0528181982925239	0.233294676403514	0.0962278715699689	4.56298325163277	-0.244459672528063	0.0896557604757329	1.16392072766531	0.130840152612743	4.71413555672916	-0.249043509616191	2.19945362869444	-0.249992614326663
1.0843317515392	0.518706985300437	2.12292731142394	0.465411272497958	-0.24929163803973	2.45264251380793	-0.245457734495399	1.03480368155358	0.882666128737877	4.36772599058994	2.93123420727537	-0.0590445468764467	1.21285534712236
0.916654527141759	-0.066340756852991	0.337182738721729	0.195042119666674	-0.00698395728941474	0.102797015757768	0.796238458415919	4.73713676327957	-0.169481128446509	4.62493130499716	3.57457239908513	4.36077386671875	-0.0610594474702742
3.42637459493967	0.910601920493073	-0.0257025015454364	-0.233856167458289	0.0126467596884532	2.84308251628494	0.637229106016205	2.2915125407194	-0.19173281442212	2.5187218477836	0.992456594478179	0.151351859839263	1.08308367832592
2.07941966269185	0.448148926454981	-0.0602156087719193	0.93625401824492	3.93670846061512	0.302789649903666	0.0577478660144677	0.916834285005103	0.343468429124787	4.94789771054352	-0.358220069577663	4.72518299902361	-0.0220091395490881
1.08535723947897	2.02489892109644	-0.159856318133586	-0.147737160745861	4.89264870303245	2.0875091832422	-0.719788652730955	2.00188394559526	3.29701685891939	4.66524806294247	-0.332750340393341	0.654026400959207	0.405175365710537
-0.11828807476211	-0.227030780826567	1.01083311306613	-0.144896597668352	4.16165242712767	0.92655197914297	-0.311601594918221	1.74647003938257	2.88485282856268	4.48174268504876	1.59820156640702	0.347653636154356	0.502913430864241
1.25183887355866	-0.307555226729437	-0.37564473550505	0.187407992668693	4.99871868055603	0.0666080888630486	-0.0317242037207402	2.47595785272366	2.8150691711746	4.74228194834752	0.639983964713489	1.36300022922278	1.00223064347459
-0.348126169937657	1.25543916664005	2.69325181292593	-0.207035634163215	1.95491258428014	0.73515345514568	0.503210496901821	5.71913243884816	-0.191502218517754	3.40461372100493	0.918163463875018	-0.15155294409879	-0.0996515958099188
-0.299466214145447	-0.0663661342688298	1.43295380936445	-0.107824213716795	4.16361239930351	-0.235507267946958	-0.143605628744998	0.869287047701377	3.9118432882241	5.25176661951553	-0.178709452884437	0.996331453138534	0.607086997457501
2.107332220258	1.21704279077863	1.12425286113707	-0.181716679357782	2.30197206451634	3.90770295581559	0.366584139245896	4.79751729278394	1.54942535982759	3.83463627639397	0.281398387685855	0.389221787250655	-0.243809081735918
2.36130026862837	1.03037347152592	0.0547004504927403	-0.0770011071934257	1.932512222161	-0.389128318794551	-0.0693237190777653	5.29689186273732	0.797193686503544	4.17429344524668	3.29070578293717	2.43504265896263	0.430110405170136
-0.56757273674067	0.324816157122972	0.913313246382211	-0.106859911650576	5.10162601359502	0.503583808747938	0.229772136436684	3.61977870995403	3.95524140735267	4.45441492854437	3.88123179540855	0.831478675284917	0.315596260703139
3.7804482762385	2.32862816733888	-0.065878079906279	0.108587057907969	0.00173842614498559	4.7327360605666	0.571786233249171	4.2503171645373	2.64251129070393	4.55093805257971	1.19250203627932	0.981969326255194	0.695681947718911
0.91951728201488	0.534296247870818	-0.0549218768782725	-0.167394147701561	5.42451945414182	0.100875381208507	0.718620749401652	4.87235437055527	2.26040138809706	4.37376975360808	0.0671232679363055	0.40502754019735	1.1395617062909
0.0606283563696384	0.237277078762094	-0.0319873975253517	-0.00502971450719391	-0.311608641036159	1.58611630270719	0.901583381613036	4.29293338889054	-0.393215485433279	2.60136069402608	1.08295581325923	0.22214075723985	0.0264094795792167
0.678784179373359	0.0355590324387251	1.42939039670171	-0.0784659396617259	3.63737331659976	-0.462931639874744	0.781322741438204	1.25223472321568	3.48302958128886	4.32230049377244	1.79387103102167	0.630132307134783	0.212236866323024
3.26100736525621	2.20080165921101	0.443105080158927	0.934134488609473	-0.332368846991999	3.96302819241663	0.903061055295017	3.8557064676822	1.51168853927522	4.40988246518821	1.57819243015327	-0.134389925613472	1.03745319815409
